From	To	Species	Gene Name
ENSG00000143727	52	Homo sapiens	acid phosphatase 1, soluble
ENSG00000139433	645312	Homo sapiens	glycolipid transfer protein; glycolipid transfer protein pseudogene 1
ENSG00000139433	51228	Homo sapiens	glycolipid transfer protein; glycolipid transfer protein pseudogene 1
ENSG00000083635	26747	Homo sapiens	nuclear fragile X mental retardation protein interacting protein 1
ENSG00000188992	149998	Homo sapiens	lipase, member I
ENSG00000173039	5970	Homo sapiens	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
ENSG00000125347	3659	Homo sapiens	interferon regulatory factor 1
ENSG00000179542	139065	Homo sapiens	SLIT and NTRK-like family, member 4
ENSG00000165644	118881	Homo sapiens	catechol-O-methyltransferase domain containing 1
ENSG00000158079	138639	Homo sapiens	protein tyrosine phosphatase domain containing 1
ENSG00000152439	374928	Homo sapiens	zinc finger protein 773
ENSG00000105341	55101	Homo sapiens	ATP5S-like
ENSG00000168000	26580	Homo sapiens	Bernardinelli-Seip congenital lipodystrophy 2 (seipin)
ENSG00000221829	2189	Homo sapiens	Fanconi anemia, complementation group G
ENSG00000158865	115584	Homo sapiens	solute carrier family 5 (sodium/glucose cotransporter), member 11
ENSG00000152433	284306	Homo sapiens	zinc finger protein 547
ENSG00000158864	4720	Homo sapiens	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)
ENSG00000108753	6928	Homo sapiens	HNF1 homeobox B
ENSG00000115977	22848	Homo sapiens	AP2 associated kinase 1
ENSG00000197299	641	Homo sapiens	Bloom syndrome, RecQ helicase-like
ENSG00000129235	84817	Homo sapiens	thioredoxin domain containing 17
ENSG00000117868	57488	Homo sapiens	family with sequence similarity 62 (C2 domain containing), member B
ENSG00000143093	85369	Homo sapiens	family with sequence similarity 40, member A
ENSG00000135845	5279	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis, class C
ENSG00000185359	9146	Homo sapiens	hepatocyte growth factor-regulated tyrosine kinase substrate
ENSG00000142784	23038	Homo sapiens	WD and tetratricopeptide repeats 1
ENSG00000148335	28989	Homo sapiens	methyltransferase like 11A
ENSG00000166900	6809	Homo sapiens	syntaxin 3
ENSG00000182054	3418	Homo sapiens	isocitrate dehydrogenase 2 (NADP+), mitochondrial
ENSG00000102178	8266	Homo sapiens	ubiquitin-like 4A
ENSG00000177302	7156	Homo sapiens	topoisomerase (DNA) III alpha
ENSG00000142039	90324	Homo sapiens	coiled-coil domain containing 97
ENSG00000158089	79623	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)
ENSG00000058056	8975	Homo sapiens	ubiquitin specific peptidase 13 (isopeptidase T-3)
ENSG00000158850	8703	Homo sapiens	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
ENSG00000135451	10024	Homo sapiens	trophinin associated protein (tastin)
ENSG00000075711	1739	Homo sapiens	discs, large homolog 1 (Drosophila)
ENSG00000068137	79990	Homo sapiens	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3
ENSG00000173436	440574	Homo sapiens	chromosome 1 open reading frame 151
ENSG00000163710	26577	Homo sapiens	procollagen C-endopeptidase enhancer 2
ENSG00000122140	51116	Homo sapiens	mitochondrial ribosomal protein S2
ENSG00000143882	245973	Homo sapiens	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2
ENSG00000142459	115704	Homo sapiens	ecotropic viral integration site 5-like
ENSG00000188626	728498	Homo sapiens	similar to Golgin subfamily A member 8-like protein 2; Golgin subfamily A member 8-like protein 1; Golgin subfamily A member 8-like protein 3; golgi autoantigen, golgin subfamily a, 9 pseudogene; similar to golgi autoantigen, golgin subfamily a, 8E
ENSG00000188626	643699	Homo sapiens	similar to Golgin subfamily A member 8-like protein 2; Golgin subfamily A member 8-like protein 1; Golgin subfamily A member 8-like protein 3; golgi autoantigen, golgin subfamily a, 9 pseudogene; similar to golgi autoantigen, golgin subfamily a, 8E
ENSG00000188626	653073	Homo sapiens	similar to Golgin subfamily A member 8-like protein 2; Golgin subfamily A member 8-like protein 1; Golgin subfamily A member 8-like protein 3; golgi autoantigen, golgin subfamily a, 9 pseudogene; similar to golgi autoantigen, golgin subfamily a, 8E
ENSG00000188626	283796	Homo sapiens	similar to Golgin subfamily A member 8-like protein 2; Golgin subfamily A member 8-like protein 1; Golgin subfamily A member 8-like protein 3; golgi autoantigen, golgin subfamily a, 9 pseudogene; similar to golgi autoantigen, golgin subfamily a, 8E
ENSG00000188626	728047	Homo sapiens	similar to Golgin subfamily A member 8-like protein 2; Golgin subfamily A member 8-like protein 1; Golgin subfamily A member 8-like protein 3; golgi autoantigen, golgin subfamily a, 9 pseudogene; similar to golgi autoantigen, golgin subfamily a, 8E
ENSG00000188626	727909	Homo sapiens	similar to Golgin subfamily A member 8-like protein 2; Golgin subfamily A member 8-like protein 1; Golgin subfamily A member 8-like protein 3; golgi autoantigen, golgin subfamily a, 9 pseudogene; similar to golgi autoantigen, golgin subfamily a, 8E
ENSG00000188626	728080	Homo sapiens	similar to Golgin subfamily A member 8-like protein 2; Golgin subfamily A member 8-like protein 1; Golgin subfamily A member 8-like protein 3; golgi autoantigen, golgin subfamily a, 9 pseudogene; similar to golgi autoantigen, golgin subfamily a, 8E
ENSG00000145888	2741	Homo sapiens	glycine receptor, alpha 1
ENSG00000114098	25852	Homo sapiens	armadillo repeat containing 8
ENSG00000198874	55253	Homo sapiens	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)
ENSG00000132254	23647	Homo sapiens	ADP-ribosylation factor interacting protein 2
ENSG00000130811	8666	Homo sapiens	eukaryotic translation initiation factor 3, subunit G
ENSG00000135049	23287	Homo sapiens	ATP/GTP binding protein 1
ENSG00000165124	79987	Homo sapiens	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
ENSG00000161180	164592	Homo sapiens	coiled-coil domain containing 116
ENSG00000169193	90693	Homo sapiens	coiled-coil domain containing 126
ENSG00000130813	55337	Homo sapiens	chromosome 19 open reading frame 66
ENSG00000074201	1207	Homo sapiens	chloride channel, nucleotide-sensitive, 1A
ENSG00000198873	2869	Homo sapiens	G protein-coupled receptor kinase 5
ENSG00000148943	55327	Homo sapiens	lin-7 homolog C (C. elegans)
ENSG00000134389	81494	Homo sapiens	complement factor H-related 5
ENSG00000142949	5792	Homo sapiens	protein tyrosine phosphatase, receptor type, F
ENSG00000121274	64282	Homo sapiens	PAP associated domain containing 5
ENSG00000152454	10172	Homo sapiens	zinc finger protein 256
ENSG00000162639	113802	Homo sapiens	chromosome 1 open reading frame 59
ENSG00000166250	79827	Homo sapiens	adipocyte-specific adhesion molecule
ENSG00000114698	57088	Homo sapiens	phospholipid scramblase 4
ENSG00000132825	5509	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 3D
ENSG00000130803	57693	Homo sapiens	zinc finger protein 317
ENSG00000181704	286451	Homo sapiens	Yip1 domain family, member 6
ENSG00000158882	84134	Homo sapiens	translocase of outer mitochondrial membrane 40 homolog (yeast)-like
ENSG00000068796	3796	Homo sapiens	kinesin heavy chain member 2A
ENSG00000135245	29923	Homo sapiens	chromosome 7 open reading frame 68
ENSG00000148153	58493	Homo sapiens	chromosome 9 open reading frame 80
ENSG00000129250	10749	Homo sapiens	kinesin family member 1C
ENSG00000142065	57677	Homo sapiens	zinc finger protein 14 homolog (mouse)
ENSG00000162444	116362	Homo sapiens	retinol binding protein 7, cellular
ENSG00000173611	286205	Homo sapiens	chromosome 9 open reading frame 126
ENSG00000169598	1677	Homo sapiens	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)
ENSG00000135632	10322	Homo sapiens	SMYD family member 5
ENSG00000198888	4535	Homo sapiens	NADH-ubiquinone oxidoreductase chain 1
ENSG00000198888	6775098	Homo sapiens	NADH-ubiquinone oxidoreductase chain 1
ENSG00000163131	1520	Homo sapiens	cathepsin S
ENSG00000182718	302	Homo sapiens	annexin A2 pseudogene 3; annexin A2; annexin A2 pseudogene 1
ENSG00000182718	303	Homo sapiens	annexin A2 pseudogene 3; annexin A2; annexin A2 pseudogene 1
ENSG00000182718	305	Homo sapiens	annexin A2 pseudogene 3; annexin A2; annexin A2 pseudogene 1
ENSG00000074211	5522	Homo sapiens	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform
ENSG00000138316	140766	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif, 14
ENSG00000142765	84958	Homo sapiens	synaptotagmin-like 1
ENSG00000182247	7325	Homo sapiens	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)
ENSG00000212916	54627	Homo sapiens	KIAA1383
ENSG00000169184	4330	Homo sapiens	meningioma (disrupted in balanced translocation) 1
ENSG00000177565	79718	Homo sapiens	transducin (beta)-like 1 X-linked receptor 1
ENSG00000165131	135927	Homo sapiens	chromosome 7 open reading frame 34
ENSG00000169635	23119	Homo sapiens	hypermethylated in cancer 2
ENSG00000108946	5573	Homo sapiens	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)
ENSG00000135052	51280	Homo sapiens	golgi membrane protein 1
ENSG00000130816	1786	Homo sapiens	DNA (cytosine-5-)-methyltransferase 1
ENSG00000198680	286319	Homo sapiens	tumor suppressor candidate 1
ENSG00000056050	54969	Homo sapiens	chromosome 4 open reading frame 27
ENSG00000112335	8724	Homo sapiens	sorting nexin 3
ENSG00000122512	5395	Homo sapiens	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)
ENSG00000116981	84618	Homo sapiens	5'-nucleotidase, cytosolic IA
ENSG00000119787	64225	Homo sapiens	atlastin GTPase 2
ENSG00000198890	55170	Homo sapiens	protein arginine methyltransferase 6
ENSG00000116030	474338	Homo sapiens	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae); SUMO1 pseudogene 3
ENSG00000116030	7341	Homo sapiens	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae); SUMO1 pseudogene 3
ENSG00000206075	5268	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 5
ENSG00000181045	284129	Homo sapiens	solute carrier family 26, member 11
ENSG00000168246	92181	Homo sapiens	ubiquitin domain containing 2
ENSG00000118263	8609	Homo sapiens	Kruppel-like factor 7 (ubiquitous)
ENSG00000117625	55758	Homo sapiens	REST corepressor 3
ENSG00000103264	79791	Homo sapiens	F-box protein 31
ENSG00000172137	794	Homo sapiens	calbindin 2
ENSG00000155506	23367	Homo sapiens	La ribonucleoprotein domain family, member 1
ENSG00000164048	51385	Homo sapiens	zinc finger protein 589
ENSG00000147050	7403	Homo sapiens	lysine (K)-specific demethylase 6A
ENSG00000173272	653784	Homo sapiens	family with sequence similarity 128, member A
ENSG00000116574	58480	Homo sapiens	ras homolog gene family, member U
ENSG00000182492	633	Homo sapiens	biglycan
ENSG00000188404	6402	Homo sapiens	selectin L
ENSG00000172915	26960	Homo sapiens	neurobeachin
ENSG00000163743	25898	Homo sapiens	ring finger and CHY zinc finger domain containing 1
ENSG00000183354	158358	Homo sapiens	KIAA2026
ENSG00000145623	9180	Homo sapiens	oncostatin M receptor
ENSG00000018869	147948	Homo sapiens	zinc finger protein 582
ENSG00000103671	9325	Homo sapiens	thyroid hormone receptor interactor 4
ENSG00000163389	56983	Homo sapiens	KTEL (Lys-Tyr-Glu-Leu) containing 1
ENSG00000016602	22802	Homo sapiens	chloride channel accessory 4
ENSG00000101773	5932	Homo sapiens	retinoblastoma binding protein 8
ENSG00000067829	3421	Homo sapiens	isocitrate dehydrogenase 3 (NAD+) gamma
ENSG00000169371	10073	Homo sapiens	snurportin 1
ENSG00000187583	84069	Homo sapiens	pleckstrin homology domain containing, family N member 1
ENSG00000163749	339965	Homo sapiens	coiled-coil domain containing 158
ENSG00000129460	25983	Homo sapiens	neuroguidin, EIF4E binding protein
ENSG00000135697	53630	Homo sapiens	beta-carotene 15,15'-monooxygenase 1
ENSG00000171566	5356	Homo sapiens	pleiotropic regulator 1 (PRL1 homolog, Arabidopsis)
ENSG00000118257	8828	Homo sapiens	neuropilin 2
ENSG00000117632	3925	Homo sapiens	stathmin 1
ENSG00000135698	10200	Homo sapiens	M-phase phosphoprotein 6
ENSG00000148719	54788	Homo sapiens	DnaJ (Hsp40) homolog, subfamily B, member 12
ENSG00000197245	79927	Homo sapiens	glycine/arginine rich protein 1
ENSG00000169379	200894	Homo sapiens	ADP-ribosylation factor-like 13B
ENSG00000108561	708	Homo sapiens	complement component 1, q subcomponent binding protein
ENSG00000168803	161823	Homo sapiens	adenosine deaminase-like
ENSG00000116584	9181	Homo sapiens	Rho/Rac guanine nucleotide exchange factor (GEF) 2
ENSG00000129071	8930	Homo sapiens	methyl-CpG binding domain protein 4
ENSG00000147872	123	Homo sapiens	adipose differentiation-related protein
ENSG00000136942	11224	Homo sapiens	ribosomal protein L35; ribosomal protein L35 pseudogene 1; ribosomal protein L35 pseudogene 2
ENSG00000136942	646766	Homo sapiens	ribosomal protein L35; ribosomal protein L35 pseudogene 1; ribosomal protein L35 pseudogene 2
ENSG00000136942	440737	Homo sapiens	ribosomal protein L35; ribosomal protein L35 pseudogene 1; ribosomal protein L35 pseudogene 2
ENSG00000116580	54856	Homo sapiens	YY1 associated protein 1; gon-4-like (C. elegans)
ENSG00000116580	55249	Homo sapiens	YY1 associated protein 1; gon-4-like (C. elegans)
ENSG00000198626	6262	Homo sapiens	ryanodine receptor 2 (cardiac)
ENSG00000183340	8690	Homo sapiens	jerky homolog-like (mouse)
ENSG00000173269	79812	Homo sapiens	multimerin 2
ENSG00000162896	5284	Homo sapiens	polymeric immunoglobulin receptor
ENSG00000134802	29015	Homo sapiens	solute carrier family 43, member 3
ENSG00000174903	81876	Homo sapiens	RAB1B, member RAS oncogene family
ENSG00000162894	9214	Homo sapiens	Fas apoptotic inhibitory molecule 3
ENSG00000162604	83941	Homo sapiens	TM2 domain containing 1
ENSG00000181023	387748	Homo sapiens	olfactory receptor, family 56, subfamily B, member 1
ENSG00000105327	27113	Homo sapiens	BCL2 binding component 3
ENSG00000124203	128611	Homo sapiens	zinc finger protein 831
ENSG00000172943	23133	Homo sapiens	PHD finger protein 8
ENSG00000163166	55677	Homo sapiens	IWS1 homolog (S. cerevisiae)
ENSG00000103245	64428	Homo sapiens	nuclear prelamin A recognition factor-like
ENSG00000213762	7693	Homo sapiens	zinc finger protein 134
ENSG00000197275	25788	Homo sapiens	RAD54 homolog B (S. cerevisiae)
ENSG00000091436	51776	Homo sapiens	sterile alpha motif and leucine zipper containing kinase AZK
ENSG00000181019	1728	Homo sapiens	NAD(P)H dehydrogenase, quinone 1
ENSG00000105321	26093	Homo sapiens	coiled-coil domain containing 9
ENSG00000169660	284004	Homo sapiens	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing
ENSG00000157107	115548	Homo sapiens	FCH domain only 2
ENSG00000162889	9261	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 2
ENSG00000162888	574431	Homo sapiens	chromosome 1 open reading frame 147
ENSG00000075388	2249	Homo sapiens	fibroblast growth factor 4
ENSG00000204518	343066	Homo sapiens	arylacetamide deacetylase-like 4
ENSG00000172932	338692	Homo sapiens	ankyrin repeat domain 13 family, member D
ENSG00000184206	161527	Homo sapiens	hypothetical protein LOC161527
ENSG00000089723	78990	Homo sapiens	OTU domain, ubiquitin aldehyde binding 2
ENSG00000117614	25949	Homo sapiens	SYF2 homolog, RNA splicing factor (S. cerevisiae)
ENSG00000154655	91133	Homo sapiens	l(3)mbt-like 4 (Drosophila)
ENSG00000113196	9421	Homo sapiens	heart and neural crest derivatives expressed 1
ENSG00000092096	51310	Homo sapiens	solute carrier family 22, member 17
ENSG00000163374	54856	Homo sapiens	YY1 associated protein 1; gon-4-like (C. elegans)
ENSG00000163374	55249	Homo sapiens	YY1 associated protein 1; gon-4-like (C. elegans)
ENSG00000115902	6509	Homo sapiens	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
ENSG00000162873	55220	Homo sapiens	kelch domain containing 8A
ENSG00000169871	81844	Homo sapiens	tripartite motif-containing 56
ENSG00000115904	6654	Homo sapiens	son of sevenless homolog 1 (Drosophila)
ENSG00000152422	7518	Homo sapiens	X-ray repair complementing defective repair in Chinese hamster cells 4
ENSG00000163378	285203	Homo sapiens	chromosome 3 open reading frame 64
ENSG00000181029	126003	Homo sapiens	trafficking protein particle complex 5
ENSG00000197323	51592	Homo sapiens	tripartite motif-containing 33
ENSG00000168273	440957	Homo sapiens	similar to CG32736-PA
ENSG00000107731	219699	Homo sapiens	unc-5 homolog B (C. elegans)
ENSG00000084636	1307	Homo sapiens	collagen, type XVI, alpha 1
ENSG00000187860	550631	Homo sapiens	coiled-coil domain containing 157
ENSG00000171720	8841	Homo sapiens	histone deacetylase 3
ENSG00000160190	54020	Homo sapiens	solute carrier family 37 (glycerol-3-phosphate transporter), member 1
ENSG00000145907	10146	Homo sapiens	GTPase activating protein (SH3 domain) binding protein 1
ENSG00000160191	5152	Homo sapiens	phosphodiesterase 9A
ENSG00000131236	10487	Homo sapiens	CAP, adenylate cyclase-associated protein 1 (yeast)
ENSG00000023892	50619	Homo sapiens	differentially expressed in FDCP 6 homolog (mouse)
ENSG00000124216	6615	Homo sapiens	snail homolog 1 (Drosophila)
ENSG00000164309	202333	Homo sapiens	cardiomyopathy associated 5
ENSG00000134318	9475	Homo sapiens	Rho-associated, coiled-coil containing protein kinase 2
ENSG00000145916	64777	Homo sapiens	required for meiotic nuclear division 5 homolog B (S. cerevisiae)
ENSG00000169330	23251	Homo sapiens	KIAA1024
ENSG00000073008	5817	Homo sapiens	poliovirus receptor
ENSG00000143951	51057	Homo sapiens	chromosome 2 open reading frame 86
ENSG00000134313	57498	Homo sapiens	kinase D-interacting substrate, 220kDa
ENSG00000107521	3257	Homo sapiens	Hermansky-Pudlak syndrome 1
ENSG00000164708	5224	Homo sapiens	phosphoglycerate mutase 2 (muscle)
ENSG00000038219	259282	Homo sapiens	biorientation of chromosomes in cell division 1-like
ENSG00000114631	50512	Homo sapiens	podocalyxin-like 2
ENSG00000107937	23560	Homo sapiens	GTP binding protein 4
ENSG00000085063	966	Homo sapiens	CD59 molecule, complement regulatory protein
ENSG00000168280	3800	Homo sapiens	kinesin family member 5C
ENSG00000124831	9208	Homo sapiens	leucine rich repeat (in FLII) interacting protein 1
ENSG00000173198	10800	Homo sapiens	cysteinyl leukotriene receptor 1
ENSG00000178222	285498	Homo sapiens	ring finger protein 212
ENSG00000187871	389400	Homo sapiens	GDNF family receptor alpha like
ENSG00000175604	642696	Homo sapiens	hCG1983896
ENSG00000163462	80128	Homo sapiens	tripartite motif-containing 46
ENSG00000132763	25974	Homo sapiens	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria
ENSG00000129559	100128775	Homo sapiens	neural precursor cell expressed, developmentally down-regulated 8; similar to neural precursor cell expressed, developmentally down-regulated gene 8
ENSG00000129559	4738	Homo sapiens	neural precursor cell expressed, developmentally down-regulated 8; similar to neural precursor cell expressed, developmentally down-regulated gene 8
ENSG00000171729	55092	Homo sapiens	transmembrane protein 51
ENSG00000152591	1834	Homo sapiens	dentin sialophosphoprotein
ENSG00000108639	9144	Homo sapiens	synaptogyrin 2
ENSG00000176148	55346	Homo sapiens	t-complex 11 (mouse)-like 1
ENSG00000161243	126433	Homo sapiens	F-box protein 27
ENSG00000165323	120114	Homo sapiens	FAT tumor suppressor homolog 3 (Drosophila)
ENSG00000132359	23108	Homo sapiens	GTPase activating Rap/RanGAP domain-like 4
ENSG00000146670	113130	Homo sapiens	cell division cycle associated 5
ENSG00000152595	56955	Homo sapiens	matrix extracellular phosphoglycoprotein
ENSG00000100485	6655	Homo sapiens	son of sevenless homolog 2 (Drosophila)
ENSG00000168995	27036	Homo sapiens	sialic acid binding Ig-like lectin 7
ENSG00000161647	4356	Homo sapiens	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
ENSG00000184434	64922	Homo sapiens	leucine rich repeat containing 19
ENSG00000187676	145173	Homo sapiens	beta 1,3-galactosyltransferase-like
ENSG00000157869	9364	Homo sapiens	RAB28, member RAS oncogene family
ENSG00000197345	219927	Homo sapiens	mitochondrial ribosomal protein L21
ENSG00000137100	11258	Homo sapiens	dynactin 3 (p22)
ENSG00000116918	7257	Homo sapiens	translin-associated factor X
ENSG00000137547	29088	Homo sapiens	mitochondrial ribosomal protein L15
ENSG00000010322	11188	Homo sapiens	nischarin
ENSG00000055147	10827	Homo sapiens	family with sequence similarity 114, member A2
ENSG00000008196	7021	Homo sapiens	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
ENSG00000145936	3779	Homo sapiens	potassium large conductance calcium-activated channel, subfamily M, beta member 1
ENSG00000015133	440193	Homo sapiens	coiled-coil domain containing 88C
ENSG00000154930	84532	Homo sapiens	acyl-CoA synthetase short-chain family member 1
ENSG00000123575	139231	Homo sapiens	chromosome X open reading frame 39
ENSG00000159189	714	Homo sapiens	complement component 1, q subcomponent, C chain
ENSG00000143028	284612	Homo sapiens	synaptophysin-like 2
ENSG00000063761	57143	Homo sapiens	aarF domain containing kinase 1
ENSG00000119899	26503	Homo sapiens	solute carrier family 17 (anion/sugar transporter), member 5
ENSG00000154237	79705	Homo sapiens	leucine-rich repeat kinase 1
ENSG00000132382	10514	Homo sapiens	MYB binding protein (P160) 1a
ENSG00000083097	23033	Homo sapiens	dopey family member 1
ENSG00000031698	6301	Homo sapiens	seryl-tRNA synthetase
ENSG00000174938	26470	Homo sapiens	seizure related 6 homolog (mouse)-like 2
ENSG00000160993	54784	Homo sapiens	alkB, alkylation repair homolog 4 (E. coli)
ENSG00000089041	5027	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 7
ENSG00000070495	23210	Homo sapiens	jumonji domain containing 6
ENSG00000123977	164781	Homo sapiens	WD repeat domain 69
ENSG00000186998	129080	Homo sapiens	EMI domain containing 1
ENSG00000159399	642546	Homo sapiens	hexokinase 2 pseudogene; hexokinase 2
ENSG00000159399	3099	Homo sapiens	hexokinase 2 pseudogene; hexokinase 2
ENSG00000145919	91272	Homo sapiens	biorientation of chromosomes in cell division 1
ENSG00000154945	91369	Homo sapiens	ankyrin repeat domain 40
ENSG00000144560	9686	Homo sapiens	vestigial like 4 (Drosophila)
ENSG00000104413	54845	Homo sapiens	epithelial splicing regulatory protein 1
ENSG00000134308	10971	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
ENSG00000175267	146177	Homo sapiens	von Willebrand factor A domain containing 3A
ENSG00000100462	10419	Homo sapiens	protein arginine methyltransferase 5
ENSG00000181585	259236	Homo sapiens	transmembrane inner ear
ENSG00000115661	8576	Homo sapiens	serine/threonine kinase 16
ENSG00000176393	6051	Homo sapiens	arginyl aminopeptidase (aminopeptidase B)
ENSG00000168264	359948	Homo sapiens	interferon regulatory factor 2 binding protein 2
ENSG00000162191	51035	Homo sapiens	UBX domain protein 1
ENSG00000168060	10004	Homo sapiens	N-acetylated alpha-linked acidic dipeptidase-like 1
ENSG00000174738	9975	Homo sapiens	nuclear receptor subfamily 1, group D, member 2
ENSG00000184608	83656	Homo sapiens	chromosome 8 open reading frame 12
ENSG00000058600	55718	Homo sapiens	polymerase (RNA) III (DNA directed) polypeptide E (80kD)
ENSG00000155189	55326	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
ENSG00000112357	5191	Homo sapiens	peroxisomal biogenesis factor 7
ENSG00000169570	729839	Homo sapiens	similar to DTW domain containing 2; DTW domain containing 2
ENSG00000169570	285605	Homo sapiens	similar to DTW domain containing 2; DTW domain containing 2
ENSG00000161681	50944	Homo sapiens	SH3 and multiple ankyrin repeat domains 1
ENSG00000101098	140730	Homo sapiens	regulating synaptic membrane exocytosis 4
ENSG00000108684	40	Homo sapiens	amiloride-sensitive cation channel 1, neuronal
ENSG00000125900	128646	Homo sapiens	signal-regulatory protein delta
ENSG00000163435	1999	Homo sapiens	E74-like factor 3 (ets domain transcription factor, epithelial-specific )
ENSG00000143248	8490	Homo sapiens	regulator of G-protein signaling 5
ENSG00000124802	9521	Homo sapiens	eukaryotic translation elongation factor 1 epsilon 1
ENSG00000123130	23597	Homo sapiens	acyl-CoA thioesterase 9
ENSG00000105278	23217	Homo sapiens	zinc finger RNA binding protein 2
ENSG00000174705	285590	Homo sapiens	SH3 and PX domains 2B
ENSG00000219435	25858	Homo sapiens	chromosome 11 open reading frame 20
ENSG00000185272	54033	Homo sapiens	RNA binding motif protein 11
ENSG00000050748	5601	Homo sapiens	mitogen-activated protein kinase 9
ENSG00000100433	54207	Homo sapiens	potassium channel, subfamily K, member 10
ENSG00000212659	732428	Homo sapiens	keratin associated protein 9-6; keratin-associated protein 9-2-like 2-like
ENSG00000212659	85278	Homo sapiens	keratin associated protein 9-6; keratin-associated protein 9-2-like 2-like
ENSG00000165376	9075	Homo sapiens	claudin 2
ENSG00000198176	7027	Homo sapiens	transcription factor Dp-1
ENSG00000108602	218	Homo sapiens	aldehyde dehydrogenase 3 family, memberA1
ENSG00000116903	149371	Homo sapiens	exocyst complex component 8
ENSG00000143442	23126	Homo sapiens	pogo transposable element with ZNF domain
ENSG00000029993	729595	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	646993	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	3149	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	729952	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000162819	148362	Homo sapiens	chromosome 1 open reading frame 58
ENSG00000186501	84065	Homo sapiens	transmembrane protein 222
ENSG00000119820	84272	Homo sapiens	Yip1 domain family, member 4
ENSG00000168958	56947	Homo sapiens	mitochondrial fission factor
ENSG00000115446	25972	Homo sapiens	unc-50 homolog (C. elegans)
ENSG00000198055	2870	Homo sapiens	G protein-coupled receptor kinase 6
ENSG00000198054	84677	Homo sapiens	Down syndrome critical region gene 8
ENSG00000154719	54148	Homo sapiens	mitochondrial ribosomal protein L39
ENSG00000142694	55194	Homo sapiens	family with sequence similarity 176, member B
ENSG00000198053	140885	Homo sapiens	signal-regulatory protein alpha
ENSG00000135480	3855	Homo sapiens	keratin 7
ENSG00000077238	3566	Homo sapiens	interleukin 4 receptor
ENSG00000149100	10480	Homo sapiens	eukaryotic translation initiation factor 3, subunit M
ENSG00000181355	266553	Homo sapiens	orofacial cleft 1 candidate 1
ENSG00000198081	7541	Homo sapiens	zinc finger protein 161 homolog (mouse)
ENSG00000198083	728318	Homo sapiens	keratin-associated protein 9-2-like 3-like; keratin associated protein 9-1
ENSG00000198083	85281	Homo sapiens	keratin-associated protein 9-2-like 3-like; keratin associated protein 9-1
ENSG00000161800	83956	Homo sapiens	Rac GTPase activating protein 1 pseudogene; Rac GTPase activating protein 1
ENSG00000161800	29127	Homo sapiens	Rac GTPase activating protein 1 pseudogene; Rac GTPase activating protein 1
ENSG00000113721	5159	Homo sapiens	platelet-derived growth factor receptor, beta polypeptide
ENSG00000185792	338321	Homo sapiens	NLR family, pyrin domain containing 9
ENSG00000072401	7321	Homo sapiens	ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)
ENSG00000168291	5162	Homo sapiens	pyruvate dehydrogenase (lipoamide) beta
ENSG00000089486	29965	Homo sapiens	chromosome 16 open reading frame 5
ENSG00000181350	388341	Homo sapiens	chromosome 17 open reading frame 76
ENSG00000115221	3694	Homo sapiens	integrin, beta 6
ENSG00000154479	129881	Homo sapiens	chromosome 2 open reading frame 77
ENSG00000148773	4288	Homo sapiens	antigen identified by monoclonal antibody Ki-67
