From	To	Species	Gene Name
ENSG00000177565	79718	Homo sapiens	transducin (beta)-like 1 X-linked receptor 1
ENSG00000125378	652	Homo sapiens	bone morphogenetic protein 4
ENSG00000108947	1949	Homo sapiens	ephrin-B3
ENSG00000198685	23434	Homo sapiens	chromosome 3 open reading frame 27
ENSG00000130816	1786	Homo sapiens	DNA (cytosine-5-)-methyltransferase 1
ENSG00000125571	27178	Homo sapiens	interleukin 1 family, member 7 (zeta)
ENSG00000211448	1734	Homo sapiens	deiodinase, iodothyronine, type II
ENSG00000009765	389434	Homo sapiens	iodotyrosine deiodinase
ENSG00000122707	8434	Homo sapiens	reversion-inducing-cysteine-rich protein with kazal motifs
ENSG00000122512	5395	Homo sapiens	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)
ENSG00000059122	84256	Homo sapiens	FLYWCH-type zinc finger 1
ENSG00000172366	84331	Homo sapiens	chromosome 16 open reading frame 14
ENSG00000129244	482	Homo sapiens	ATPase, Na+/K+ transporting, beta 2 polypeptide
ENSG00000162494	126755	Homo sapiens	leucine rich repeat containing 38
ENSG00000196660	55532	Homo sapiens	solute carrier family 30, member 10
ENSG00000107447	1791	Homo sapiens	deoxynucleotidyltransferase, terminal
ENSG00000116030	474338	Homo sapiens	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae); SUMO1 pseudogene 3
ENSG00000116030	7341	Homo sapiens	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae); SUMO1 pseudogene 3
ENSG00000206075	5268	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 5
ENSG00000168246	92181	Homo sapiens	ubiquitin domain containing 2
ENSG00000058085	3918	Homo sapiens	laminin, gamma 2
ENSG00000095066	29911	Homo sapiens	hook homolog 2 (Drosophila)
ENSG00000117625	55758	Homo sapiens	REST corepressor 3
ENSG00000165806	840	Homo sapiens	caspase 7, apoptosis-related cysteine peptidase
ENSG00000122787	6718	Homo sapiens	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)
ENSG00000103264	79791	Homo sapiens	F-box protein 31
ENSG00000221874	399669	Homo sapiens	zinc finger protein 321
ENSG00000172137	794	Homo sapiens	calbindin 2
ENSG00000221870	9142	Homo sapiens	chromosome X open reading frame 1
ENSG00000147050	7403	Homo sapiens	lysine (K)-specific demethylase 6A
ENSG00000181562	10876	Homo sapiens	family with sequence similarity 12, member A
ENSG00000198610	1109	Homo sapiens	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)
ENSG00000067840	57595	Homo sapiens	PDZ domain containing 4
ENSG00000116574	58480	Homo sapiens	ras homolog gene family, member U
ENSG00000188404	6402	Homo sapiens	selectin L
ENSG00000156642	27020	Homo sapiens	neuroplastin
ENSG00000136932	51531	Homo sapiens	chromosome 9 open reading frame 156
ENSG00000103671	9325	Homo sapiens	thyroid hormone receptor interactor 4
ENSG00000185585	169611	Homo sapiens	olfactomedin-like 2A
ENSG00000145192	197	Homo sapiens	alpha-2-HS-glycoprotein
ENSG00000136937	4686	Homo sapiens	nuclear cap binding protein subunit 1, 80kDa
ENSG00000186088	54103	Homo sapiens	pigeon homolog (Drosophila)
ENSG00000101773	5932	Homo sapiens	retinoblastoma binding protein 8
ENSG00000169891	9185	Homo sapiens	RALBP1 associated Eps domain containing 2
ENSG00000103460	27324	Homo sapiens	TOX high mobility group box family member 3
ENSG00000174282	57659	Homo sapiens	zinc finger and BTB domain containing 4
ENSG00000067829	3421	Homo sapiens	isocitrate dehydrogenase 3 (NAD+) gamma
ENSG00000187583	84069	Homo sapiens	pleckstrin homology domain containing, family N member 1
ENSG00000182983	389114	Homo sapiens	zinc finger protein 662
ENSG00000129460	25983	Homo sapiens	neuroguidin, EIF4E binding protein
ENSG00000135697	53630	Homo sapiens	beta-carotene 15,15'-monooxygenase 1
ENSG00000164039	56898	Homo sapiens	3-hydroxybutyrate dehydrogenase, type 2
ENSG00000148719	54788	Homo sapiens	DnaJ (Hsp40) homolog, subfamily B, member 12
ENSG00000162891	50604	Homo sapiens	interleukin 20
ENSG00000169379	200894	Homo sapiens	ADP-ribosylation factor-like 13B
ENSG00000108561	708	Homo sapiens	complement component 1, q subcomponent binding protein
ENSG00000147872	123	Homo sapiens	adipose differentiation-related protein
ENSG00000152404	143884	Homo sapiens	CWF19-like 2, cell cycle control (S. pombe)
ENSG00000162896	5284	Homo sapiens	polymeric immunoglobulin receptor
ENSG00000174903	81876	Homo sapiens	RAB1B, member RAS oncogene family
ENSG00000162604	83941	Homo sapiens	TM2 domain containing 1
ENSG00000182083	389090	Homo sapiens	olfactory receptor, family 6, subfamily B, member 2
ENSG00000105325	51343	Homo sapiens	fizzy/cell division cycle 20 related 1 (Drosophila)
ENSG00000221855	259287	Homo sapiens	taste receptor, type 2, member 41
ENSG00000181026	64782	Homo sapiens	apoptosis enhancing nuclease
ENSG00000043514	54802	Homo sapiens	tRNA isopentenyltransferase 1
ENSG00000171552	598	Homo sapiens	BCL2-like 1
ENSG00000163166	55677	Homo sapiens	IWS1 homolog (S. cerevisiae)
ENSG00000129295	23639	Homo sapiens	leucine rich repeat containing 6
ENSG00000103245	64428	Homo sapiens	nuclear prelamin A recognition factor-like
ENSG00000080573	50509	Homo sapiens	collagen, type V, alpha 3
ENSG00000102886	79153	Homo sapiens	glycerophosphodiester phosphodiesterase domain containing 3
ENSG00000091436	51776	Homo sapiens	sterile alpha motif and leucine zipper containing kinase AZK
ENSG00000181019	1728	Homo sapiens	NAD(P)H dehydrogenase, quinone 1
ENSG00000139496	9818	Homo sapiens	nucleoporin like 1
ENSG00000180423	283254	Homo sapiens	harbinger transposase derived 1
ENSG00000148702	3026	Homo sapiens	hyaluronan binding protein 2
ENSG00000169660	284004	Homo sapiens	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing
ENSG00000157107	115548	Homo sapiens	FCH domain only 2
ENSG00000162889	9261	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 2
ENSG00000108984	5608	Homo sapiens	mitogen-activated protein kinase kinase 6
ENSG00000204518	343066	Homo sapiens	arylacetamide deacetylase-like 4
ENSG00000118271	7276	Homo sapiens	transthyretin
ENSG00000101751	11201	Homo sapiens	polymerase (DNA directed) iota
ENSG00000204510	441871	Homo sapiens	PRAME family member 7
ENSG00000122756	1271	Homo sapiens	ciliary neurotrophic factor receptor
ENSG00000117614	25949	Homo sapiens	SYF2 homolog, RNA splicing factor (S. cerevisiae)
ENSG00000080561	11043	Homo sapiens	midline 2
ENSG00000182957	221178	Homo sapiens	spermatogenesis associated 13
ENSG00000092096	51310	Homo sapiens	solute carrier family 22, member 17
ENSG00000170298	284194	Homo sapiens	lectin, galactoside-binding, soluble, 9B
ENSG00000169359	9197	Homo sapiens	solute carrier family 33 (acetyl-CoA transporter), member 1
ENSG00000157110	11030	Homo sapiens	RNA binding protein with multiple splicing
ENSG00000115902	6509	Homo sapiens	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
ENSG00000115904	6654	Homo sapiens	son of sevenless homolog 1 (Drosophila)
ENSG00000152422	7518	Homo sapiens	X-ray repair complementing defective repair in Chinese hamster cells 4
ENSG00000006634	10926	Homo sapiens	DBF4 homolog (S. cerevisiae)
ENSG00000115183	85461	Homo sapiens	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
ENSG00000197324	26020	Homo sapiens	low density lipoprotein receptor-related protein 10
ENSG00000163479	6746	Homo sapiens	signal sequence receptor, beta (translocon-associated protein beta)
ENSG00000084636	1307	Homo sapiens	collagen, type XVI, alpha 1
ENSG00000160193	10785	Homo sapiens	WD repeat domain 4
ENSG00000174564	53833	Homo sapiens	interleukin 20 receptor beta
ENSG00000005448	84058	Homo sapiens	WD repeat domain 54
ENSG00000115694	10494	Homo sapiens	serine/threonine kinase 25 (STE20 homolog, yeast)
ENSG00000164309	202333	Homo sapiens	cardiomyopathy associated 5
ENSG00000134318	9475	Homo sapiens	Rho-associated, coiled-coil containing protein kinase 2
ENSG00000169330	23251	Homo sapiens	KIAA1024
ENSG00000143409	55793	Homo sapiens	family with sequence similarity 63, member A
ENSG00000178498	196403	Homo sapiens	deltex homolog 3 (Drosophila)
ENSG00000124212	5740	Homo sapiens	prostaglandin I2 (prostacyclin) synthase
ENSG00000171714	203859	Homo sapiens	anoctamin 5
ENSG00000114841	25981	Homo sapiens	dynein, axonemal, heavy chain 1
ENSG00000161638	3678	Homo sapiens	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)
ENSG00000088832	2280	Homo sapiens	FK506 binding protein 1A, 12kDa
ENSG00000073008	5817	Homo sapiens	poliovirus receptor
ENSG00000124217	27304	Homo sapiens	molybdenum cofactor synthesis 3
ENSG00000144535	129563	Homo sapiens	DIS3 mitotic control homolog (S. cerevisiae)-like 2
ENSG00000167460	7171	Homo sapiens	tropomyosin 4
ENSG00000188324	283365	Homo sapiens	olfactory receptor, family 6, subfamily C, member 6
ENSG00000163466	10109	Homo sapiens	actin related protein 2/3 complex, subunit 2, 34kDa
ENSG00000164707	26266	Homo sapiens	solute carrier family 13 (sodium/sulfate symporters), member 4
ENSG00000115297	3196	Homo sapiens	T-cell leukemia homeobox 2
ENSG00000134121	10752	Homo sapiens	cell adhesion molecule with homology to L1CAM (close homolog of L1)
ENSG00000123360	5153	Homo sapiens	phosphodiesterase 1B, calmodulin-dependent
ENSG00000132768	1802	Homo sapiens	DPH2 homolog (S. cerevisiae)
ENSG00000140798	94160	Homo sapiens	ATP-binding cassette, sub-family C (CFTR/MRP), member 12
ENSG00000114631	50512	Homo sapiens	podocalyxin-like 2
ENSG00000168280	3800	Homo sapiens	kinesin family member 5C
ENSG00000124831	9208	Homo sapiens	leucine rich repeat (in FLII) interacting protein 1
ENSG00000129559	100128775	Homo sapiens	neural precursor cell expressed, developmentally down-regulated 8; similar to neural precursor cell expressed, developmentally down-regulated gene 8
ENSG00000129559	4738	Homo sapiens	neural precursor cell expressed, developmentally down-regulated 8; similar to neural precursor cell expressed, developmentally down-regulated gene 8
ENSG00000198092	389208	Homo sapiens	transmembrane protease, serine 11F
ENSG00000171729	55092	Homo sapiens	transmembrane protein 51
ENSG00000176148	55346	Homo sapiens	t-complex 11 (mouse)-like 1
ENSG00000161243	126433	Homo sapiens	F-box protein 27
ENSG00000145901	10318	Homo sapiens	TNFAIP3 interacting protein 1
ENSG00000132359	23108	Homo sapiens	GTPase activating Rap/RanGAP domain-like 4
ENSG00000152595	56955	Homo sapiens	matrix extracellular phosphoglycoprotein
ENSG00000100485	6655	Homo sapiens	son of sevenless homolog 2 (Drosophila)
ENSG00000077279	1641	Homo sapiens	doublecortin
ENSG00000168286	57215	Homo sapiens	THAP domain containing 11
ENSG00000187676	145173	Homo sapiens	beta 1,3-galactosyltransferase-like
ENSG00000157869	9364	Homo sapiens	RAB28, member RAS oncogene family
ENSG00000197345	219927	Homo sapiens	mitochondrial ribosomal protein L21
ENSG00000137100	11258	Homo sapiens	dynactin 3 (p22)
ENSG00000104626	90459	Homo sapiens	exoribonuclease 1
ENSG00000178235	114798	Homo sapiens	SLIT and NTRK-like family, member 1
ENSG00000137547	29088	Homo sapiens	mitochondrial ribosomal protein L15
ENSG00000115677	3069	Homo sapiens	high density lipoprotein binding protein
ENSG00000159182	84366	Homo sapiens	prostate cancer susceptibility candidate
ENSG00000149483	51524	Homo sapiens	transmembrane protein 138
ENSG00000124232	11317	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region-like
ENSG00000008196	7021	Homo sapiens	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
ENSG00000133454	84700	Homo sapiens	myosin XVIIIB
ENSG00000174348	127435	Homo sapiens	podocan
ENSG00000015133	440193	Homo sapiens	coiled-coil domain containing 88C
ENSG00000189043	4697	Homo sapiens	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa
ENSG00000072121	23503	Homo sapiens	zinc finger, FYVE domain containing 26
ENSG00000213339	81890	Homo sapiens	queuine tRNA-ribosyltransferase 1
ENSG00000123575	139231	Homo sapiens	chromosome X open reading frame 39
ENSG00000143028	284612	Homo sapiens	synaptophysin-like 2
ENSG00000063761	57143	Homo sapiens	aarF domain containing kinase 1
ENSG00000184619	124751	Homo sapiens	KRAB-A domain containing 2
ENSG00000132382	10514	Homo sapiens	MYB binding protein (P160) 1a
ENSG00000068831	10235	Homo sapiens	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
ENSG00000164818	54919	Homo sapiens	HEAT repeat containing 2
ENSG00000205754	338821	Homo sapiens	organic anion transporter LST-3b
ENSG00000174938	26470	Homo sapiens	seizure related 6 homolog (mouse)-like 2
ENSG00000168263	169522	Homo sapiens	potassium channel, subfamily V, member 2
ENSG00000169302	202374	Homo sapiens	serine/threonine kinase 32A
ENSG00000089041	5027	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 7
ENSG00000070495	23210	Homo sapiens	jumonji domain containing 6
ENSG00000189050	51136	Homo sapiens	ring finger protein, transmembrane 1
ENSG00000107140	7016	Homo sapiens	testis-specific kinase 1
ENSG00000134108	55207	Homo sapiens	ADP-ribosylation factor-like 8B
ENSG00000145919	91272	Homo sapiens	biorientation of chromosomes in cell division 1
ENSG00000168589	83657	Homo sapiens	dynein, light chain, roadblock-type 2
ENSG00000157873	8764	Homo sapiens	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)
ENSG00000154945	91369	Homo sapiens	ankyrin repeat domain 40
ENSG00000144560	9686	Homo sapiens	vestigial like 4 (Drosophila)
ENSG00000100462	10419	Homo sapiens	protein arginine methyltransferase 5
ENSG00000181585	259236	Homo sapiens	transmembrane inner ear
ENSG00000065882	23216	Homo sapiens	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1
ENSG00000176393	6051	Homo sapiens	arginyl aminopeptidase (aminopeptidase B)
ENSG00000168264	359948	Homo sapiens	interferon regulatory factor 2 binding protein 2
ENSG00000143921	64241	Homo sapiens	ATP-binding cassette, sub-family G (WHITE), member 8
ENSG00000174738	9975	Homo sapiens	nuclear receptor subfamily 1, group D, member 2
ENSG00000162391	338094	Homo sapiens	family with sequence similarity 151, member A
ENSG00000113742	80315	Homo sapiens	cytoplasmic polyadenylation element binding protein 4
ENSG00000161013	11282	Homo sapiens	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
ENSG00000077935	27127	Homo sapiens	structural maintenance of chromosomes 1B
ENSG00000112357	5191	Homo sapiens	peroxisomal biogenesis factor 7
ENSG00000085741	7481	Homo sapiens	wingless-type MMTV integration site family, member 11
ENSG00000161681	50944	Homo sapiens	SH3 and multiple ankyrin repeat domains 1
ENSG00000163430	11167	Homo sapiens	follistatin-like 1
ENSG00000101098	140730	Homo sapiens	regulating synaptic membrane exocytosis 4
ENSG00000132793	64900	Homo sapiens	lipin 3
ENSG00000107779	643778	Homo sapiens	bone morphogenetic protein receptor, type IA; similar to ALK-3
ENSG00000107779	657	Homo sapiens	bone morphogenetic protein receptor, type IA; similar to ALK-3
ENSG00000134769	1837	Homo sapiens	dystrobrevin, alpha
ENSG00000124802	9521	Homo sapiens	eukaryotic translation elongation factor 1 epsilon 1
ENSG00000123130	23597	Homo sapiens	acyl-CoA thioesterase 9
ENSG00000076685	22978	Homo sapiens	5'-nucleotidase, cytosolic II
ENSG00000214160	10195	Homo sapiens	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)
ENSG00000219435	25858	Homo sapiens	chromosome 11 open reading frame 20
ENSG00000173852	100133317	Homo sapiens	dpy-19-like 1 (C. elegans); similar to hCG1645499
ENSG00000173852	23333	Homo sapiens	dpy-19-like 1 (C. elegans); similar to hCG1645499
ENSG00000115041	30818	Homo sapiens	Kv channel interacting protein 3, calsenilin
ENSG00000157600	84187	Homo sapiens	transmembrane protein 164
ENSG00000116903	149371	Homo sapiens	exocyst complex component 8
ENSG00000116906	8443	Homo sapiens	glyceronephosphate O-acyltransferase
ENSG00000171772	93426	Homo sapiens	synaptonemal complex central element protein 1
ENSG00000125910	8698	Homo sapiens	sphingosine-1-phosphate receptor 4
ENSG00000056487	112885	Homo sapiens	PHD finger protein 21B
ENSG00000077942	2192	Homo sapiens	fibulin 1
ENSG00000175048	79683	Homo sapiens	zinc finger, DHHC-type containing 14
ENSG00000143442	23126	Homo sapiens	pogo transposable element with ZNF domain
ENSG00000145506	85409	Homo sapiens	naked cuticle homolog 2 (Drosophila)
ENSG00000140557	8128	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
ENSG00000186501	84065	Homo sapiens	transmembrane protein 222
ENSG00000116703	5132	Homo sapiens	phosducin
ENSG00000119820	84272	Homo sapiens	Yip1 domain family, member 4
ENSG00000135482	84872	Homo sapiens	zinc finger CCCH-type containing 10
ENSG00000154719	54148	Homo sapiens	mitochondrial ribosomal protein L39
ENSG00000104671	10671	Homo sapiens	dynactin 6
ENSG00000143643	79573	Homo sapiens	tetratricopeptide repeat domain 13
ENSG00000185269	147111	Homo sapiens	notum pectinacetylesterase homolog (Drosophila)
ENSG00000149100	10480	Homo sapiens	eukaryotic translation initiation factor 3, subunit M
ENSG00000181355	266553	Homo sapiens	orofacial cleft 1 candidate 1
ENSG00000101079	57446	Homo sapiens	NDRG family member 3
ENSG00000131015	80328	Homo sapiens	UL16 binding protein 2
ENSG00000113721	5159	Homo sapiens	platelet-derived growth factor receptor, beta polypeptide
ENSG00000116106	2043	Homo sapiens	EPH receptor A4
ENSG00000165555	122945	Homo sapiens	chromosome 14 open reading frame 148
ENSG00000089486	29965	Homo sapiens	chromosome 16 open reading frame 5
ENSG00000167491	54815	Homo sapiens	GATA zinc finger domain containing 2A
ENSG00000163412	317649	Homo sapiens	eukaryotic translation initiation factor 4E family member 3
ENSG00000154479	129881	Homo sapiens	chromosome 2 open reading frame 77
ENSG00000148773	4288	Homo sapiens	antigen identified by monoclonal antibody Ki-67
ENSG00000214891	646754	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000214891	727828	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000214891	642446	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000214891	440061	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000188334	100131137	Homo sapiens	binder of sperm protein homolog 1
ENSG00000137309	100130009	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	3159	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000119285	55127	Homo sapiens	HEAT repeat containing 1
ENSG00000100416	55687	Homo sapiens	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
ENSG00000108666	64149	Homo sapiens	chromosome 17 open reading frame 75
ENSG00000108669	9267	Homo sapiens	cytohesin 1
ENSG00000083454	5026	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 5
ENSG00000143674	84451	Homo sapiens	mixed lineage kinase 4
ENSG00000107518	26033	Homo sapiens	attractin-like 1
ENSG00000149243	283212	Homo sapiens	kelch-like 35 (Drosophila)
ENSG00000169554	9839	Homo sapiens	zinc finger E-box binding homeobox 2
ENSG00000217455	100129603	Homo sapiens	hypothetical protein LOC100129603
ENSG00000149257	871	Homo sapiens	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
ENSG00000161671	284361	Homo sapiens	chromosome 19 open reading frame 63
ENSG00000123933	10608	Homo sapiens	MAX dimerization protein 4
ENSG00000188130	6300	Homo sapiens	mitogen-activated protein kinase 12
ENSG00000155984	84548	Homo sapiens	transmembrane protein 185A
ENSG00000222014	5870	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000222014	100130819	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000222014	150786	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000222014	84084	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000222011	222234	Homo sapiens	family with sequence similarity 185, member A; family with sequence similarity 185, member B pseudogene
ENSG00000222011	641808	Homo sapiens	family with sequence similarity 185, member A; family with sequence similarity 185, member B pseudogene
ENSG00000188895	339287	Homo sapiens	male-specific lethal 1 homolog (Drosophila)
ENSG00000160948	51160	Homo sapiens	vacuolar protein sorting 28 homolog (S. cerevisiae)
ENSG00000080608	9933	Homo sapiens	KIAA0020
ENSG00000112769	3910	Homo sapiens	laminin, alpha 4
ENSG00000198077	1549	Homo sapiens	cytochrome P450, family 2, subfamily A, polypeptide 7
ENSG00000198075	27233	Homo sapiens	sulfotransferase family, cytosolic, 1C, member 4
ENSG00000204498	4795	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1
ENSG00000128218	29802	Homo sapiens	pre-B lymphocyte 3
ENSG00000175899	2	Homo sapiens	alpha-2-macroglobulin
ENSG00000113905	3273	Homo sapiens	histidine-rich glycoprotein
ENSG00000156113	3778	Homo sapiens	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
ENSG00000125746	24139	Homo sapiens	echinoderm microtubule associated protein like 2
ENSG00000005007	5976	Homo sapiens	UPF1 regulator of nonsense transcripts homolog (yeast)
ENSG00000127241	5648	Homo sapiens	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)
ENSG00000186532	114826	Homo sapiens	SET and MYND domain containing 4
ENSG00000185028	389257	Homo sapiens	leucine-rich repeat-containing protein 14-like
ENSG00000125945	80818	Homo sapiens	zinc finger protein 436
ENSG00000065809	83641	Homo sapiens	family with sequence similarity 107, member B
ENSG00000121766	51538	Homo sapiens	zinc finger, CCHC domain containing 17
ENSG00000160117	126549	Homo sapiens	ankyrin repeat and LEM domain containing 1
ENSG00000130427	2056	Homo sapiens	erythropoietin
ENSG00000126804	22890	Homo sapiens	zinc finger and BTB domain containing 1
ENSG00000175697	165829	Homo sapiens	G protein-coupled receptor 156
ENSG00000156925	7547	Homo sapiens	Zic family member 3 (odd-paired homolog, Drosophila)
ENSG00000111262	3736	Homo sapiens	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)
ENSG00000145555	4651	Homo sapiens	myosin X
ENSG00000131969	145447	Homo sapiens	abhydrolase domain containing 12B
ENSG00000126391	83786	Homo sapiens	FERM domain containing 8
ENSG00000158458	9542	Homo sapiens	neuregulin 2
ENSG00000106605	644	Homo sapiens	biliverdin reductase A
ENSG00000157654	445815	Homo sapiens	A kinase (PRKA) anchor protein 2; paralemmin 2; PALM2-AKAP2 readthrough transcript
ENSG00000157654	11217	Homo sapiens	A kinase (PRKA) anchor protein 2; paralemmin 2; PALM2-AKAP2 readthrough transcript
ENSG00000157654	114299	Homo sapiens	A kinase (PRKA) anchor protein 2; paralemmin 2; PALM2-AKAP2 readthrough transcript
ENSG00000106603	55744	Homo sapiens	chromosome 7 open reading frame 44
ENSG00000111077	23371	Homo sapiens	tensin like C1 domain containing phosphatase (tensin 2)
ENSG00000111880	8732	Homo sapiens	RNA guanylyltransferase and 5'-phosphatase
ENSG00000140326	146059	Homo sapiens	congenital dyserythropoietic anemia, type I
ENSG00000113302	3593	Homo sapiens	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)
ENSG00000198018	57089	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 7
ENSG00000203879	2664	Homo sapiens	GDP dissociation inhibitor 1
ENSG00000163909	26508	Homo sapiens	hairy/enhancer-of-split related with YRPW motif-like
ENSG00000123505	262	Homo sapiens	adenosylmethionine decarboxylase 1
ENSG00000179965	51333	Homo sapiens	zinc finger protein 771
ENSG00000164512	79722	Homo sapiens	ankyrin repeat domain 55
ENSG00000099814	283638	Homo sapiens	KIAA0284
ENSG00000112115	3605	Homo sapiens	interleukin 17A
ENSG00000140505	1544	Homo sapiens	cytochrome P450, family 1, subfamily A, polypeptide 2
ENSG00000100600	5641	Homo sapiens	legumain
ENSG00000104177	50804	Homo sapiens	myelin expression factor 2
ENSG00000138069	5861	Homo sapiens	RAB1A, member RAS oncogene family
ENSG00000158901	90199	Homo sapiens	WAP four-disulfide core domain 8
ENSG00000138668	3184	Homo sapiens	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
ENSG00000101049	10110	Homo sapiens	serum/glucocorticoid regulated kinase 2
ENSG00000204209	1616	Homo sapiens	death-domain associated protein
ENSG00000077984	8530	Homo sapiens	cystatin F (leukocystatin)
ENSG00000100908	51016	Homo sapiens	family with sequence similarity 158, member A
ENSG00000158488	913	Homo sapiens	CD1e molecule
ENSG00000145375	166378	Homo sapiens	spermatogenesis associated 5
ENSG00000215271	57594	Homo sapiens	homeobox and leucine zipper encoding
ENSG00000119242	80212	Homo sapiens	coiled-coil domain containing 92
ENSG00000150753	22948	Homo sapiens	chaperonin containing TCP1, subunit 5 (epsilon)
ENSG00000007923	55735	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 11
ENSG00000150750	341032	Homo sapiens	chromosome 11 open reading frame 53
ENSG00000179958	79077	Homo sapiens	dCTP pyrophosphatase 1
ENSG00000138079	6519	Homo sapiens	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1
ENSG00000187240	79659	Homo sapiens	dynein, cytoplasmic 2, heavy chain 1
ENSG00000150361	57626	Homo sapiens	kelch-like 1 (Drosophila)
ENSG00000172586	118487	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 1
ENSG00000167916	192666	Homo sapiens	keratin 24
ENSG00000137185	7746	Homo sapiens	zinc finger protein 193
ENSG00000149201	60494	Homo sapiens	coiled-coil domain containing 81
ENSG00000119402	26190	Homo sapiens	F-box and WD repeat domain containing 2
ENSG00000144355	1745	Homo sapiens	distal-less homeobox 1
ENSG00000166507	8509	Homo sapiens	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2
ENSG00000121741	7750	Homo sapiens	zinc finger, MYM-type 2
ENSG00000165392	7486	Homo sapiens	similar to Werner syndrome protein; Werner syndrome, RecQ helicase-like
ENSG00000165392	652522	Homo sapiens	similar to Werner syndrome protein; Werner syndrome, RecQ helicase-like
ENSG00000213922	723805	Homo sapiens	interleukin-like
ENSG00000158270	81035	Homo sapiens	collectin sub-family member 12
ENSG00000100918	9985	Homo sapiens	REC8 homolog (yeast)
ENSG00000165383	474354	Homo sapiens	leucine rich repeat containing 18
ENSG00000138081	80204	Homo sapiens	F-box protein 11
ENSG00000046651	8481	Homo sapiens	oral-facial-digital syndrome 1
ENSG00000106624	165	Homo sapiens	AE binding protein 1
ENSG00000178031	92949	Homo sapiens	ADAMTS-like 1
ENSG00000204220	10471	Homo sapiens	prefoldin subunit 6
ENSG00000111671	84727	Homo sapiens	splA/ryanodine receptor domain and SOCS box containing 2
ENSG00000186523	653333	Homo sapiens	family with sequence similarity 86, member B2; family with sequence similarity 86, member A; family with sequence similarity 86, member B1
ENSG00000186523	196483	Homo sapiens	family with sequence similarity 86, member B2; family with sequence similarity 86, member A; family with sequence similarity 86, member B1
ENSG00000186523	85002	Homo sapiens	family with sequence similarity 86, member B2; family with sequence similarity 86, member A; family with sequence similarity 86, member B1
